transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
1313,142.77,11,Grocery,0,0,64,4,69,0
1314,305.98,23,Electronics,0,0,82,2,29,0
1315,108.37,16,Grocery,0,0,99,2,49,0
1316,185.7,9,Clothing,0,0,88,0,29,0
1317,134.53,17,Clothing,0,0,43,3,68,0
1318,236.74,18,Electronics,1,0,52,3,42,0
1319,15.33,17,Electronics,1,0,98,2,41,0
1320,11.21,12,Travel,0,0,66,1,37,0
1321,51.09,13,Travel,0,0,74,1,67,0
1322,31.29,23,Grocery,0,0,72,0,59,0
1323,369.73,15,Grocery,0,0,81,0,24,0
1324,44.54,17,Electronics,0,0,33,2,49,0
1325,670.34,17,Grocery,0,0,54,2,68,0
1326,73.95,15,Food,0,0,42,0,23,0
1327,36.19,16,Clothing,0,0,69,2,36,0
1328,280.66,6,Grocery,0,0,90,0,69,0
1329,193.5,11,Grocery,0,0,35,0,35,0
1330,124.12,1,Travel,0,0,96,4,29,0
1331,145.89,9,Food,0,0,91,2,60,0
1332,228.62,4,Grocery,0,0,39,1,64,0
1333,46.68,20,Clothing,0,0,64,1,54,0
1334,1009.55,2,Grocery,0,0,37,0,27,1
1335,662.52,18,Electronics,0,0,57,3,40,0
1336,189.14,12,Food,0,0,26,1,35,0
1337,40.06,11,Grocery,0,0,58,1,38,0
1338,205.23,2,Food,0,0,40,4,64,0
1339,13.49,5,Grocery,1,0,38,6,30,1
1340,5.6,13,Clothing,0,0,70,4,19,0
1341,53.64,3,Clothing,0,0,74,1,19,0
1342,111.79,12,Food,0,0,29,2,35,0
1343,364.86,18,Travel,0,0,67,2,52,0
1344,233.8,17,Travel,0,0,42,2,65,0
1345,244.36,2,Electronics,0,1,72,2,51,0
1346,99.76,19,Travel,0,0,88,1,58,0
1347,76.42,5,Food,0,0,50,5,27,0
1348,83.46,15,Travel,0,0,98,1,54,0
1349,790.93,19,Electronics,0,0,94,4,49,0
1350,7.37,23,Grocery,0,0,38,3,42,0
1351,363.18,2,Travel,0,0,90,1,41,0
1352,155.58,11,Food,0,0,85,2,38,0
1353,103.92,18,Food,0,0,97,0,62,0
1354,232.55,18,Electronics,1,0,45,3,56,0
1355,120.03,23,Electronics,0,0,79,2,51,0
1356,372.04,3,Clothing,0,0,26,1,43,0
1357,415.73,0,Clothing,0,0,27,3,59,0
1358,98.59,1,Clothing,0,0,37,2,56,0
1359,58.34,12,Grocery,0,0,45,2,22,0
1360,161.52,12,Food,0,0,57,2,23,0
1361,438.22,1,Clothing,0,1,44,0,49,0
1362,42.58,18,Food,0,0,42,1,58,0
1363,175.58,21,Electronics,0,0,62,3,49,0
1364,179.73,23,Grocery,0,0,49,3,25,0
1365,237.77,15,Electronics,0,0,62,0,35,0
1366,25.39,11,Food,0,0,39,3,18,0
1367,226.47,0,Clothing,0,0,53,2,41,0
1368,431.51,8,Electronics,0,0,88,2,64,0
1369,35.65,16,Travel,0,0,56,2,34,0
1370,48.82,9,Grocery,0,0,96,3,35,0
1371,639.75,17,Food,0,0,67,0,37,0
1372,35.94,18,Clothing,0,0,37,1,43,0
1373,346.82,6,Electronics,1,0,49,2,67,0
1374,122.01,18,Grocery,0,0,73,4,47,0
1375,51.12,23,Clothing,1,0,32,3,54,0
1376,368.28,14,Electronics,0,0,52,2,44,0
1377,106.08,8,Food,0,0,35,3,56,0
1378,130.18,9,Travel,0,0,79,1,40,0
1379,80.12,22,Travel,0,0,34,1,43,0
1380,161.79,19,Food,1,0,83,3,22,0
1381,32.14,19,Grocery,0,0,89,4,31,0
1382,89.29,3,Food,0,0,29,3,52,0
1383,627.69,5,Electronics,0,0,44,2,49,0
1384,53.75,3,Grocery,0,0,29,2,62,0
1385,192.47,4,Travel,0,0,91,2,21,0
1386,70.8,8,Electronics,1,0,54,3,39,0
1387,267.28,11,Clothing,0,0,58,3,66,0
1388,25.25,22,Clothing,0,0,25,3,50,0
1389,630.11,7,Clothing,0,1,51,1,30,0
1390,108.86,20,Travel,0,0,87,9,25,0
1391,48.47,4,Food,0,0,58,4,55,0
1392,13.74,10,Grocery,0,0,56,1,63,0
1393,33.49,22,Travel,0,0,95,1,26,0
1394,132.03,10,Electronics,0,0,70,2,61,0
1395,73.98,12,Electronics,1,0,92,0,45,0
1396,317.77,13,Clothing,0,0,81,2,18,0
1397,101.46,7,Grocery,0,0,46,3,32,0
1398,51.47,17,Clothing,0,1,53,2,24,0
1399,172.82,18,Electronics,0,0,69,3,34,0
1400,220.83,11,Electronics,0,1,69,0,29,0
1401,32.9,11,Food,0,0,91,2,46,0
1402,33.02,17,Food,0,0,45,3,31,0
1403,6.72,9,Food,0,0,45,4,30,0
1404,240.0,6,Clothing,0,0,84,6,49,0
1405,196.21,17,Grocery,0,1,53,1,59,0
1406,115.86,11,Food,1,0,57,2,42,0
1407,334.62,13,Travel,0,0,63,0,44,0
1408,294.88,14,Food,0,1,86,2,41,0
1409,158.46,15,Clothing,1,0,95,2,30,0
1410,364.86,1,Grocery,1,0,69,1,46,0
1411,41.48,17,Food,0,0,82,2,47,0
1412,21.36,11,Grocery,0,0,97,1,44,0
1413,56.59,15,Travel,0,0,25,3,24,0
1414,10.58,12,Electronics,0,0,35,1,30,0
1415,136.35,19,Grocery,0,0,56,2,24,0
1416,496.51,16,Food,0,0,98,0,52,0
1417,7.22,17,Clothing,0,0,73,0,23,0
1418,23.44,2,Clothing,0,0,54,3,39,0
1419,108.33,22,Clothing,0,0,84,3,31,0
1420,488.92,9,Clothing,0,0,34,1,38,0
1421,68.4,0,Grocery,0,0,45,2,35,0
1422,127.39,5,Clothing,0,0,30,1,65,0
1423,7.64,2,Electronics,0,0,62,6,46,0
1424,28.9,18,Travel,1,0,82,2,43,0
1425,776.66,3,Grocery,1,0,32,4,56,1
1426,604.04,19,Grocery,0,0,94,5,54,0
1427,0.89,22,Clothing,0,0,87,4,67,0
1428,545.88,2,Clothing,0,0,58,2,62,0
1429,183.46,7,Grocery,0,0,73,1,53,0
1430,364.38,7,Clothing,0,0,64,1,45,0
1431,109.17,6,Clothing,0,0,53,4,28,0
1432,130.47,1,Clothing,0,0,33,4,34,0
1433,120.8,20,Clothing,0,0,45,2,29,0
1434,197.86,5,Clothing,1,0,56,3,45,0
1435,27.08,15,Food,0,0,96,2,41,0
1436,5.48,9,Food,0,0,79,2,48,0
1437,66.25,3,Food,0,0,67,3,54,0
1438,219.55,12,Grocery,0,0,34,0,66,0
1439,40.58,9,Travel,0,0,73,2,46,0
1440,201.44,20,Grocery,1,0,37,4,22,0
1441,630.65,13,Food,0,0,65,3,52,0
1442,17.75,8,Grocery,0,0,55,3,30,0
1443,200.98,10,Travel,0,0,56,4,68,0
1444,105.58,22,Clothing,0,0,69,1,62,0
1445,364.69,17,Electronics,0,0,37,3,26,0
1446,35.1,10,Food,0,0,49,3,48,0
1447,212.34,16,Food,0,0,92,1,40,0
1448,327.76,1,Travel,0,0,39,2,33,0
1449,520.82,2,Clothing,0,0,88,3,37,0
1450,206.93,10,Clothing,0,0,84,1,64,0
1451,123.75,17,Electronics,0,1,32,1,25,0
1452,173.15,2,Clothing,0,0,98,5,65,0
1453,365.73,14,Travel,0,0,41,2,34,0
1454,152.17,10,Clothing,1,0,29,3,67,0
1455,5.55,10,Travel,0,0,37,3,36,0
1456,481.12,19,Food,0,0,45,1,60,0
1457,210.54,10,Food,0,0,68,1,54,0
1458,203.15,18,Food,0,0,77,1,62,0
1459,43.73,0,Grocery,1,0,52,0,44,0
1460,193.6,4,Food,0,0,90,1,32,0
1461,90.12,9,Travel,0,0,45,3,41,0
1462,189.6,9,Electronics,0,0,81,2,22,0
1463,20.29,13,Clothing,0,1,79,1,64,0
1464,193.05,1,Food,0,0,26,1,55,0
1465,1339.51,3,Grocery,0,0,89,0,26,0
1466,8.89,1,Grocery,0,0,27,1,42,0
1467,680.38,17,Travel,0,0,83,3,32,0
1468,94.03,12,Electronics,1,0,87,2,61,0
1469,368.29,18,Food,0,0,29,4,44,0
1470,274.51,4,Food,0,0,90,2,62,0
1471,150.67,19,Grocery,0,0,42,3,23,0
1472,241.4,1,Travel,0,0,33,3,56,0
1473,379.43,10,Grocery,0,0,46,0,33,0
1474,93.2,17,Grocery,0,0,52,3,68,0
1475,71.29,5,Electronics,0,0,84,1,46,0
1476,198.25,22,Travel,0,0,36,1,50,0
1477,296.9,9,Electronics,0,0,61,0,35,0
1478,258.6,21,Travel,0,0,66,6,53,0
1479,287.74,22,Food,0,0,78,3,58,0
1480,102.95,16,Clothing,0,0,66,3,18,0
1481,306.51,21,Clothing,1,0,91,4,30,0
1482,23.05,10,Travel,0,0,80,2,23,0
1483,141.54,18,Clothing,0,0,70,5,37,0
1484,1.04,16,Grocery,0,0,29,3,55,0
1485,70.64,23,Food,0,0,80,1,51,0
1486,82.16,3,Food,0,0,47,1,35,0
1487,90.8,23,Clothing,0,0,86,1,24,0
1488,214.02,13,Travel,1,0,37,2,54,0
1489,88.55,19,Grocery,1,0,83,1,33,0
1490,107.18,3,Travel,0,0,52,2,31,0
1491,48.82,13,Clothing,0,0,30,4,31,0
1492,84.1,3,Food,0,0,85,3,21,0
1493,46.41,5,Food,0,0,85,1,31,0
1494,13.68,8,Travel,0,1,69,3,18,0
1495,166.49,20,Electronics,0,1,36,2,50,0
1496,198.59,11,Travel,0,0,59,8,25,0
1497,173.92,7,Electronics,0,0,86,6,44,0
1498,112.08,23,Travel,1,0,29,1,50,0
1499,85.98,3,Electronics,0,0,90,2,47,0
1500,358.24,4,Electronics,0,0,99,1,37,0
1501,131.77,5,Electronics,0,0,92,2,23,0
1502,117.42,4,Electronics,0,1,89,4,18,0
1503,4.68,18,Grocery,0,0,90,1,26,0
1504,75.13,7,Electronics,0,0,65,1,49,0
1505,86.1,8,Electronics,0,0,51,2,50,0
1506,91.6,14,Food,0,0,29,4,35,0
1507,156.22,3,Grocery,0,0,29,1,54,0
1508,137.29,8,Electronics,0,0,37,5,36,0
1509,168.53,6,Clothing,0,0,33,1,50,0
1510,260.58,7,Grocery,0,0,72,3,22,0
1511,301.78,14,Food,0,0,56,2,29,0
1512,227.93,18,Travel,0,0,60,0,18,0
1513,560.3,14,Food,1,0,39,1,23,0
1514,3.31,4,Food,1,0,33,1,34,0
1515,39.22,18,Grocery,0,0,40,3,25,0
1516,1.37,6,Grocery,0,0,30,0,22,0
1517,187.67,5,Clothing,0,0,96,2,52,0
1518,410.95,18,Clothing,0,0,57,0,45,0
1519,50.23,16,Grocery,0,0,66,1,32,0
1520,471.2,9,Grocery,0,0,83,2,45,0
1521,11.19,18,Grocery,0,0,60,4,41,0
1522,490.45,10,Travel,0,0,58,1,43,0
1523,77.99,14,Food,0,0,26,1,25,0
1524,19.25,9,Clothing,0,0,37,1,52,0
1525,119.75,10,Clothing,0,0,67,1,33,0
1526,53.42,22,Electronics,1,0,98,0,24,0
1527,60.35,2,Travel,0,0,81,4,34,0
1528,66.09,2,Grocery,0,0,31,1,68,0
1529,292.44,17,Grocery,0,1,83,2,52,0
1530,139.45,10,Travel,0,0,83,3,48,0
1531,67.13,19,Clothing,0,0,75,1,24,0
1532,169.64,21,Grocery,0,1,27,2,68,0
1533,226.68,17,Electronics,0,0,51,2,20,0
1534,57.3,14,Clothing,0,0,78,2,35,0
1535,96.06,6,Food,0,0,88,1,44,0
1536,23.4,9,Travel,0,0,58,2,34,0
1537,35.97,20,Clothing,0,0,47,2,49,0
1538,205.73,22,Food,0,0,72,1,28,0
1539,36.04,19,Electronics,0,0,79,6,29,0
1540,134.06,9,Travel,0,0,41,4,63,0
1541,222.23,12,Grocery,0,0,86,1,53,0
1542,20.35,14,Grocery,0,0,85,1,29,0
1543,150.79,22,Food,0,1,85,2,29,0
1544,53.36,17,Clothing,0,0,68,1,37,0
1545,593.08,22,Electronics,0,0,95,3,59,0
1546,118.94,3,Food,0,0,27,5,20,1
1547,295.17,19,Electronics,0,0,97,2,48,0
1548,143.82,16,Electronics,0,0,91,1,22,0
1549,7.99,2,Electronics,1,0,32,3,37,1
1550,180.51,20,Travel,0,0,50,0,57,0
1551,544.36,20,Food,0,1,39,2,60,0
1552,165.66,1,Travel,0,0,29,3,64,0
1553,307.85,3,Clothing,0,0,37,2,59,0
1554,388.07,0,Clothing,0,0,36,1,18,0
1555,46.6,14,Grocery,0,0,87,5,28,0
1556,42.9,0,Grocery,1,0,32,1,62,1
1557,169.94,5,Grocery,0,0,98,3,58,0
1558,95.29,6,Clothing,0,0,58,3,53,0
1559,329.71,18,Electronics,0,0,96,1,48,0
1560,414.51,11,Electronics,1,0,46,2,41,0
1561,78.49,0,Food,0,0,74,6,32,0
1562,48.66,6,Clothing,0,0,36,1,19,0
1563,272.97,18,Grocery,0,0,46,2,46,0
1564,57.84,12,Clothing,0,1,82,1,58,0
1565,311.3,11,Electronics,1,1,43,3,39,0
1566,99.21,11,Electronics,0,1,29,2,58,0
1567,198.23,21,Travel,1,0,40,1,28,0
1568,18.07,12,Travel,0,0,65,2,48,0
1569,176.0,13,Food,0,1,98,0,37,0
1570,108.19,21,Clothing,0,1,43,3,60,0
1571,159.0,11,Travel,0,0,89,2,56,0
1572,33.11,19,Travel,0,0,46,0,32,0
1573,240.32,11,Clothing,0,0,41,1,52,0
1574,357.53,5,Electronics,0,0,59,3,34,0
1575,43.97,9,Food,0,0,63,1,21,0
1576,18.11,19,Food,0,0,97,1,69,0
1577,4.31,23,Food,0,0,79,3,48,0
1578,184.89,8,Travel,0,0,29,1,46,0
1579,168.15,1,Electronics,0,0,97,1,47,0
1580,142.42,6,Food,0,0,35,3,22,0
1581,47.5,8,Clothing,0,0,64,4,46,0
1582,89.24,11,Food,0,0,28,0,37,0
1583,162.46,4,Grocery,0,0,82,2,26,0
1584,123.61,0,Electronics,1,0,89,2,54,0
1585,792.92,21,Grocery,0,0,88,0,31,0
1586,26.4,14,Electronics,0,0,91,2,61,0
1587,213.83,7,Clothing,0,0,58,3,35,0
1588,93.25,0,Travel,0,0,82,0,66,0
1589,100.61,17,Travel,0,1,91,3,34,0
1590,227.6,12,Electronics,0,0,31,0,34,0
1591,212.23,0,Food,0,0,59,2,23,0
1592,853.09,4,Grocery,0,0,53,1,38,0
1593,24.74,17,Clothing,0,0,49,2,63,0
1594,19.79,15,Food,0,1,52,1,59,0
1595,231.94,9,Travel,0,0,93,1,27,0
1596,155.46,3,Food,0,0,51,3,61,0
1597,57.68,0,Grocery,0,0,98,0,45,0
1598,14.9,22,Travel,0,0,32,3,54,0
1599,16.12,7,Electronics,0,0,62,2,62,0
1600,404.3,4,Clothing,0,1,33,1,38,0
1601,38.35,1,Clothing,0,0,67,2,18,0
1602,70.31,23,Travel,0,0,49,4,58,0
1603,46.27,16,Electronics,1,0,90,1,21,0
1604,78.93,6,Grocery,0,0,41,3,54,0
1605,12.95,16,Clothing,0,0,31,1,62,0
1606,131.76,5,Travel,1,0,46,2,69,0
1607,12.6,21,Clothing,0,0,34,1,65,0
1608,290.02,14,Electronics,0,0,37,2,23,0
1609,47.92,4,Grocery,0,1,66,0,42,0
1610,139.78,14,Electronics,0,0,52,2,18,0
1611,381.77,17,Food,1,0,83,1,53,0
1612,189.42,17,Electronics,0,0,35,3,59,0
1613,137.04,20,Electronics,0,0,33,0,52,0
1614,70.57,20,Clothing,1,0,79,0,20,0
1615,72.89,22,Electronics,0,0,29,1,61,0
1616,199.28,5,Travel,0,0,93,0,57,0
1617,925.11,1,Clothing,0,0,62,1,41,0
1618,195.16,16,Clothing,0,1,90,2,40,0
1619,146.87,20,Food,0,0,88,1,43,0
1620,236.11,3,Travel,1,0,49,0,22,0
1621,112.66,11,Electronics,0,0,76,1,51,0
1622,11.16,18,Food,1,0,62,1,69,0
1623,148.72,1,Travel,0,0,43,1,31,0
1624,569.02,1,Food,1,1,49,2,41,1
1625,34.69,13,Grocery,1,0,72,0,55,0
1626,210.82,14,Electronics,0,0,97,3,50,0
1627,40.38,19,Food,0,0,85,0,34,0
1628,138.15,1,Grocery,0,1,59,1,50,0
1629,18.3,3,Electronics,0,0,75,2,61,0
1630,107.73,18,Food,0,0,39,3,61,0
1631,254.03,8,Food,0,0,73,3,32,0
1632,76.87,6,Food,0,0,54,1,52,0
1633,196.81,12,Food,0,0,45,1,31,0
1634,285.65,11,Clothing,0,1,65,1,18,0
1635,471.55,2,Food,0,1,27,3,63,1
1636,48.13,12,Clothing,0,0,97,2,31,0
1637,91.74,14,Clothing,0,0,48,1,55,0
1638,29.77,13,Grocery,0,0,41,1,62,0
1639,880.32,23,Electronics,0,0,32,3,54,0
1640,471.12,8,Clothing,0,0,30,2,29,0
1641,139.76,12,Travel,1,0,33,3,52,0
1642,332.17,22,Clothing,0,0,39,2,49,0
1643,132.47,21,Travel,0,0,88,2,19,0
1644,175.87,3,Grocery,0,0,74,3,50,0
1645,16.8,20,Travel,0,0,35,1,35,0
1646,253.37,7,Grocery,0,0,70,5,64,0
1647,24.59,2,Grocery,0,0,69,1,33,0
1648,314.84,1,Grocery,0,0,83,2,42,0
1649,274.21,18,Travel,1,0,49,6,43,0
1650,222.04,22,Travel,0,0,36,1,22,0
1651,6.63,7,Grocery,0,0,50,3,33,0
1652,65.01,16,Grocery,0,0,61,1,61,0
1653,54.96,12,Electronics,0,0,47,7,33,0
1654,80.37,6,Grocery,0,0,89,2,28,0
1655,16.51,8,Food,0,0,69,3,25,0
1656,497.51,11,Electronics,0,0,98,2,20,0
1657,145.26,13,Electronics,0,0,59,4,33,0
1658,65.63,13,Electronics,0,0,72,1,24,0
1659,91.05,14,Food,0,0,52,5,45,0
1660,106.7,2,Electronics,0,0,25,3,19,0
1661,165.2,14,Electronics,0,0,96,2,68,0
1662,130.5,18,Travel,0,0,65,1,52,0
1663,453.27,23,Travel,0,1,47,4,48,0
1664,123.68,19,Grocery,0,0,56,2,28,0
1665,872.69,13,Grocery,0,0,31,2,58,0
1666,343.2,7,Clothing,0,0,99,4,28,0
1667,42.09,4,Food,0,0,79,1,18,0
1668,480.2,18,Travel,0,0,96,3,47,0
1669,22.27,3,Grocery,0,1,67,2,47,0
1670,306.13,13,Food,0,0,38,0,50,0
1671,86.23,15,Electronics,0,0,38,1,29,0
1672,378.63,19,Food,0,0,65,3,27,0
1673,364.57,23,Travel,0,0,38,2,61,0
1674,295.11,5,Clothing,0,0,52,3,63,0
1675,280.94,22,Travel,0,1,54,4,60,0
1676,65.41,5,Grocery,0,0,78,1,21,0
1677,15.19,2,Grocery,0,0,83,5,59,0
1678,92.84,14,Food,0,0,36,1,66,0
1679,34.31,2,Travel,0,0,99,2,50,0
1680,213.71,10,Grocery,1,0,63,2,55,0
1681,76.46,2,Electronics,0,0,94,2,48,0
1682,668.45,9,Electronics,0,1,91,2,48,0
1683,184.38,17,Clothing,0,1,39,4,22,0
1684,311.16,0,Food,1,0,28,0,38,1
1685,25.59,15,Grocery,0,0,68,1,35,0
1686,356.51,15,Clothing,0,0,63,1,35,0
1687,460.94,9,Electronics,0,0,94,7,21,0
1688,120.17,0,Clothing,0,0,61,1,67,0
1689,167.77,3,Clothing,0,0,82,2,37,0
1690,260.52,2,Grocery,0,1,56,3,37,0
1691,34.59,4,Grocery,0,0,52,2,65,0
1692,125.69,11,Grocery,0,0,28,3,45,0
1693,91.55,11,Food,0,0,34,3,64,0
1694,28.49,12,Clothing,1,0,51,0,30,0
1695,82.46,23,Clothing,0,0,60,3,52,0
1696,12.71,11,Food,0,0,29,4,35,0
1697,4.71,15,Electronics,0,0,74,4,50,0
1698,26.14,12,Travel,0,0,56,3,54,0
1699,593.99,4,Electronics,0,1,47,2,53,0
1700,143.54,23,Food,0,0,85,1,26,0
1701,607.71,3,Clothing,0,1,25,1,43,1
1702,101.97,20,Clothing,0,0,55,3,18,0
1703,67.27,14,Grocery,0,0,43,1,42,0
1704,126.99,11,Grocery,0,0,78,5,41,0
1705,104.21,18,Clothing,0,0,58,0,47,0
1706,20.1,20,Clothing,0,0,28,3,59,0
1707,184.31,18,Grocery,1,1,72,0,29,0
1708,43.81,20,Grocery,0,0,72,2,61,0
1709,173.97,10,Electronics,0,0,73,4,32,0
1710,189.07,20,Clothing,0,1,84,0,37,0
1711,29.68,5,Clothing,0,0,68,1,44,0
1712,11.4,8,Food,0,0,58,1,46,0
1713,273.17,0,Electronics,0,0,80,4,19,0
1714,110.85,11,Travel,0,0,98,0,32,0
1715,10.79,13,Travel,1,0,30,1,52,0
1716,948.95,5,Travel,0,0,60,2,27,0
1717,10.71,0,Grocery,0,1,59,3,43,0
1718,213.76,21,Travel,0,0,49,1,51,0
1719,740.75,1,Food,0,0,73,3,25,0
1720,49.2,23,Grocery,0,0,79,1,18,0
1721,27.62,10,Grocery,0,0,65,6,32,0
1722,23.29,2,Travel,0,0,81,3,21,0
1723,65.05,9,Grocery,0,0,46,2,20,0
1724,19.17,5,Electronics,0,0,68,2,62,0
1725,212.07,5,Electronics,0,0,53,3,59,0
1726,11.58,19,Travel,0,0,95,1,19,0
1727,128.19,20,Food,0,0,72,1,36,0
1728,1028.32,1,Grocery,0,0,27,2,36,1
1729,302.73,23,Clothing,0,0,69,0,63,0
1730,171.91,9,Travel,0,0,44,0,58,0
1731,65.82,22,Grocery,0,0,97,2,36,0
1732,176.02,5,Travel,0,0,60,2,37,0
1733,134.77,22,Travel,0,0,84,1,66,0
1734,99.95,16,Food,0,0,42,0,54,0
1735,25.21,13,Clothing,0,0,90,2,19,0
1736,391.84,4,Grocery,0,0,55,1,42,0
1737,107.54,22,Travel,0,0,33,1,56,0
1738,38.96,16,Travel,0,0,44,0,39,0
1739,82.53,1,Grocery,0,0,44,3,51,0
1740,96.24,8,Travel,0,0,71,1,39,0
1741,316.36,11,Travel,0,0,25,3,29,0
1742,238.11,18,Travel,0,0,38,2,63,0
1743,264.0,21,Electronics,0,0,25,0,56,0
1744,2.0,6,Electronics,1,0,93,1,63,0
1745,96.86,8,Clothing,0,0,34,3,29,0
1746,118.17,20,Food,0,0,97,3,65,0
1747,3.49,15,Grocery,0,0,73,2,63,0
1748,54.15,19,Food,0,0,38,0,48,0
1749,257.1,10,Food,0,0,84,5,49,0
1750,26.54,11,Electronics,0,0,66,0,53,0
1751,137.95,14,Clothing,0,0,83,2,31,0
1752,43.62,17,Food,1,1,49,0,43,0
1753,2.2,18,Food,0,1,60,2,45,0
1754,49.68,15,Travel,0,0,59,2,18,0
1755,670.4,14,Grocery,0,0,35,2,27,0
1756,291.09,4,Clothing,0,0,34,0,40,0
1757,577.5,10,Grocery,0,0,32,3,52,0
1758,120.45,14,Electronics,0,0,47,3,32,0
1759,20.92,17,Food,0,0,30,2,62,0
1760,142.92,12,Food,0,0,88,3,25,0
1761,109.05,3,Grocery,0,0,97,3,19,0
1762,334.83,16,Electronics,0,0,70,1,37,0
1763,18.58,3,Travel,0,1,62,1,58,0
1764,120.58,15,Travel,0,0,49,1,60,0
1765,29.26,22,Food,0,0,26,0,46,0
1766,70.66,14,Food,0,0,48,0,19,0
1767,240.65,13,Clothing,0,0,91,2,57,0
1768,116.33,11,Grocery,0,0,95,0,58,0
1769,84.86,2,Food,1,0,85,2,61,0
1770,90.3,9,Electronics,0,0,33,4,68,0
1771,110.73,7,Grocery,0,0,69,0,32,0
1772,276.69,5,Clothing,0,1,40,1,21,0
1773,400.75,21,Travel,0,0,38,1,59,0
1774,559.54,13,Clothing,0,0,50,4,30,0
1775,278.28,16,Grocery,0,0,70,3,45,0
1776,68.21,20,Travel,0,0,82,3,57,0
1777,209.73,18,Electronics,0,0,98,0,60,0
1778,103.6,15,Travel,0,0,54,2,54,0
1779,52.91,14,Travel,0,0,80,2,38,0
1780,330.85,14,Electronics,0,0,56,2,32,0
1781,7.05,0,Food,0,0,47,4,50,0
1782,417.67,23,Food,0,0,41,2,66,0
1783,111.41,22,Travel,0,0,48,4,29,0
1784,182.5,22,Travel,0,0,71,1,47,0
1785,193.84,11,Clothing,0,0,35,2,21,0
1786,405.89,9,Food,0,0,65,1,56,0
1787,182.24,13,Electronics,0,0,39,4,28,0
1788,171.31,9,Travel,0,0,76,2,61,0
1789,12.42,9,Travel,0,0,58,2,44,0
1790,131.52,19,Clothing,0,0,84,2,65,0
1791,29.29,10,Clothing,0,0,81,2,35,0
1792,240.71,21,Clothing,0,0,57,5,31,0
1793,129.22,15,Grocery,0,0,45,0,32,0
1794,205.23,8,Electronics,0,0,48,2,66,0
1795,7.66,14,Grocery,0,0,44,1,51,0
1796,15.95,13,Travel,0,0,92,1,40,0
1797,226.79,18,Clothing,0,0,84,2,52,0
1798,13.47,8,Clothing,1,0,70,1,22,0
1799,13.31,3,Clothing,0,0,57,4,18,0
1800,2.19,20,Food,0,0,55,5,43,0
1801,564.3,6,Electronics,0,0,58,0,27,0
1802,240.76,21,Grocery,0,0,46,2,32,0
1803,78.44,7,Electronics,0,1,54,2,49,0
1804,63.31,23,Clothing,0,0,29,3,59,0
1805,77.46,7,Travel,0,0,65,4,41,0
1806,268.22,18,Food,0,0,69,2,53,0
1807,194.91,14,Electronics,0,0,85,3,62,0
1808,36.87,15,Travel,0,0,37,4,33,0
1809,34.43,21,Clothing,0,0,33,1,27,0
1810,18.64,22,Clothing,0,0,59,3,51,0
1811,194.35,8,Clothing,0,0,42,2,57,0
1812,260.19,11,Clothing,0,0,36,4,31,0
1813,55.43,15,Food,0,0,65,1,22,0
1814,3.81,3,Food,0,0,40,1,35,0
1815,15.43,4,Electronics,0,0,37,1,25,0
1816,618.78,7,Clothing,0,0,42,0,48,0
1817,63.03,0,Food,0,0,75,2,61,0
1818,263.93,5,Travel,0,0,57,3,35,0
1819,176.39,14,Food,0,0,94,2,30,0
1820,86.61,3,Food,0,0,91,0,54,0
1821,41.45,20,Electronics,0,0,78,0,28,0
1822,23.29,10,Food,0,0,30,1,20,0
1823,171.82,4,Travel,0,0,60,3,33,0
1824,268.21,17,Clothing,0,0,79,0,25,0
1825,185.86,23,Grocery,0,0,74,4,34,0
1826,136.02,14,Electronics,0,0,95,3,55,0
1827,7.71,17,Travel,0,0,90,0,30,0
1828,622.33,19,Electronics,0,0,39,1,66,0
1829,288.55,12,Clothing,0,1,46,2,52,0
1830,62.37,4,Food,0,0,73,2,62,0
1831,703.9,0,Food,0,0,62,3,57,0
1832,165.78,21,Travel,0,0,32,0,25,0
1833,157.19,17,Clothing,0,0,32,1,36,0
1834,248.15,13,Grocery,0,0,61,3,59,0
1835,300.62,4,Grocery,0,0,96,3,32,0
1836,192.33,5,Food,0,0,49,3,24,0
1837,24.67,23,Clothing,0,0,78,0,67,0
1838,74.32,15,Clothing,0,0,45,1,18,0
1839,473.81,21,Travel,1,0,83,2,30,0
1840,45.79,20,Grocery,0,0,55,4,66,0
1841,83.79,11,Travel,0,0,30,4,36,0
1842,101.84,19,Electronics,0,0,66,2,19,0
1843,104.18,17,Clothing,0,0,76,1,39,0
1844,170.85,1,Grocery,0,0,71,3,25,0
1845,515.89,22,Travel,0,1,52,1,60,0
1846,49.56,20,Food,0,0,60,4,42,0
1847,23.32,22,Electronics,0,0,64,0,43,0
1848,39.6,12,Travel,0,0,37,0,29,0
1849,392.35,16,Food,0,0,73,2,20,0
1850,186.83,16,Grocery,1,0,28,0,38,0
1851,60.61,15,Grocery,0,0,88,4,22,0
1852,304.66,20,Electronics,0,0,47,4,29,0
1853,355.67,17,Food,0,0,82,4,44,0
1854,337.35,7,Clothing,0,0,39,3,18,0
1855,452.23,2,Grocery,0,0,70,3,60,0
1856,52.32,16,Clothing,0,0,63,1,20,0
1857,253.2,17,Clothing,0,0,71,0,69,0
1858,111.09,22,Travel,0,0,61,3,27,0
1859,332.13,5,Travel,0,0,65,2,30,0
1860,234.68,7,Grocery,0,0,69,2,36,0
